Left Lane Curve Radius, Right Lane Curve Radius, Car Distance from Center of Lane
3170.9773349,2084.85918622,0.101015278317
4429.90361815,1706.37245135,0.101493911674
6184.64039971,2326.74206672,0.0777982733999
45897.7041755,12211.8916348,0.0128762351525
9749.21295349,14836.9576325,0.039100975343
4278.86915802,8884.47621637,0.0583689099295
3935.56997605,12783.2244837,0.0744566039745
5163.14052371,25531.2465705,0.0698966851156
5758.58491466,722620.491341,0.0854214619368
6954.87959021,19281.0957244,0.0973108236308
6144.30570395,8161.82078072,0.117479091931
8398.31316821,22332.4798164,0.104593439017
5468.31629983,23921.384087,0.0979335687641
6423.13820941,22937.4836081,0.104597811494
5231.43885239,31035.9420759,0.107063163821
6043.5069546,44100.3550207,0.0869196139213
5025.36998431,31780.7595253,0.095460561623
7632.18553657,24833.603174,0.0668227001977
8765.39576044,23996.4700806,0.0828220131172
68186.5363107,40674.458795,0.0569740326535
43474.8188302,26090.2595736,0.0594825987903
27550.6807449,46339.769663,0.071056013547
18509.3524818,11699.4464667,0.0901143984411
24354.4812235,2222.79677378,0.128273994382
28782.8925705,2876.53853378,0.117815749442
15397.0645676,4609.5842254,0.118393479373
159886.455764,4901.59638626,0.119697822235
48060.8493187,6399.67931284,0.108226755203
7758.51679398,5387.0376674,0.148023451203
4218.43777763,15963.1137094,0.143408803623
3406.40494373,152352.606392,0.147103664332
9064.35873643,66167.0451724,0.116401422292
8034.79830855,12694.0154231,0.105723127622
11745.3315371,17229.4728604,0.131066334205
10228.8186604,4176.09447262,0.172656513992
69783.8303346,1166.64406444,0.0226005201794
24221.9613042,914.649145407,0.0315609526796
23158.7976263,1373.72553266,0.0181524573806
26112.0256911,1132.17651002,0.0709601516021
103388.925495,18150.0323377,0.0666444498485
20891.9590955,10657.7252711,0.0842787729914
5996.33397452,18593.0155094,0.0992305942219
8214.38880071,9027.88204546,0.105317958377
20376.8713236,11478.4232578,0.0801104476839
8753.30957797,4119.73793149,0.0961902184641
37801.7984525,5197.06954193,0.109813795098
27586.1104593,3587.6251301,0.138264288696
6826.75914599,15924.3029078,0.0497286450846
3508.34292739,72001.7358133,0.0295877639944
1560.53160824,14637.0684337,0.057570928832
4781.30249157,4939.10621548,0.000858944765745
4298.47131089,30562.9047407,0.0077307181643
25085.9095212,19106.5238358,0.0557611740409
4533.22419807,72262.5960494,0.121834594981
2540.22077644,15162.8174402,0.173572382758
4473.18045861,16501.969188,0.141412493259
10049.0982342,5510.68351299,0.125144175134
14651.9190748,3113.92769136,0.115924424759
4648.2220254,4772.20446223,0.0522074397565
4788.05541044,4078.51842084,0.0190671544764
3042.43952174,13199.7211373,0.111212049575
21940.4601216,55481.425993,0.0621653791839
131323.801768,22578.456411,0.0811207070574
11075.4297665,7077.59833655,0.0906752566033
3570.79840602,7392.0707338,0.129203224798
19318.4486589,112898.41954,0.0504433837669
19672.5989641,15928.3026759,0.081078816959
37630.4262015,10676.0892511,0.0836560740627
11565.0031489,7433.58744165,0.0964341706881
60612.0347081,6620.76047531,0.075642861833
1613.11569522,3720.5259884,0.133493554593
5927.46797913,3629.14157734,0.0351946062659
4195.34917038,3764.06903024,0.0319837437455
99052.1977019,3661.48184676,0.00526626404019
2119.88887202,3067.34530216,0.101610288455
2859.36057241,3370.2433162,0.080374292353
2098.1805955,3920.64814778,0.092670623833
3492.16358664,6479.29721526,0.0314356322387
20257.0707598,8332.01614242,0.0248755673195
2417.67793476,4371.33984933,0.0967731051387
5142.47309103,9547.6039324,0.0860170954788
4325.62615597,2383.00673607,0.171137226805
7341.63486514,2106.15083313,0.162674599348
7118.72286513,1228.53788443,0.214654028636
4944.68842376,1712.19440408,0.213286201371
3752.12750473,4162.06726433,0.213594922569
8482.31767261,6650.36169908,0.225767575263
18885.607709,50932.2125589,0.201369569042
3947.68948235,22576.0958851,0.157521530103
2018.07934554,13837.8992099,0.07745147123
3068.1813057,3759.9593606,0.0356868985782
3694.08468036,5154.13975996,0.0384300941207
13507.5431658,2577.48640558,0.0155838116905
13086.842747,14294.7960511,0.114790977208
13218.7460718,23208.9486471,0.0869874641111
7675.11526025,13204.3403171,0.127498309714
7012.52310927,7533.62531185,0.146490569681
25322.6101564,21823.9163978,0.129013749506
5454.74985233,163125.84329,0.0695634973028
3114.08406853,10380.0837221,0.0677186416188
2662.41531319,14087.5076479,0.0550378793881
3214.81846661,7746.25767273,0.0787359072057
2615.93599419,4757.2523746,0.23015752881
2183.04427982,4743.2582482,0.18488678849
36274.5354034,41855.5795477,0.122864901513
6599.499621,2018.3876209,0.172116277877
9857.85554255,2518.29511277,0.170028586612
24240.8761483,5808.86467394,0.156754051756
14041.558084,14209.2622828,0.130132558374
9756.86350339,9968.02421662,0.125452692748
5941.46013465,8920.79393357,0.163343011098
7388.06394595,7369.70033756,0.174545877071
6370.42035762,204652.731231,0.0799648489201
7134.95115212,22869.918967,0.129567111772
6876.6425921,9043.45302263,0.0577955397122
8829.92298123,510.063636271,0.261247544109
46047.3560257,678.380340091,0.146005264193
6059.17872652,700.791328508,0.176896009472
2699.06092366,2393.05984554,0.0412103240162
3005.52323848,2532.3792227,0.0366538676602
2809.6901335,4327.33511934,0.00551210898606
2634.45077894,4203.33508332,0.0143932635785
3497.52676869,3708.93883662,0.00206132260541
4007.47173536,3024.20259127,0.00269499543745
1956.0733495,3684.86921899,0.0414654135326
6304.30549634,7005.77179732,0.0575426823468
33371.2694478,1771.08835393,0.00851697395511
3325.92769284,17215.3853568,0.160077348358
10908.2776969,7970.15474327,0.189860549953
6532.03537567,22908.5807815,0.182100431349
9597.86712,10742.0354857,0.171511004986
25478.1858554,756.246986244,0.0521861074771
2025.19792549,970.14469299,0.0904903539362
4199.80498987,2212.73661581,0.107956446271
7795.1503327,2944.84417161,0.108567736345
42168.6480936,1909.42340672,0.0382771918101
7649.94982891,2467.3884834,0.0945209794333
4554.95159235,12644.9297163,0.179912914624
1490.79417554,3474.52267085,0.24380554995
909.302774235,690.88374112,0.13282055931
764.778540575,510.40169051,0.0592761067684
